author,bvid,aid,mid,created,length,comment,description,pic,play,subtitle,title
DJI大疆创新,BV11x411d7DR,57105828,232472043,1561706230,01:18,9,"高空走绳是一项勇敢者的运动，DJI 大疆创新创作者 Shams  将这项运动的惊险程度及视觉冲击力完整展现在了我们面前。视频主要由 Osmo Action  灵眸运动相机拍摄，记录了 Nathan Paulin  穿越法国阿尔卑斯山脉 Le Reposoir  大峡谷的过程，清晰稳定地呈现了事关生死的每一步。本片航拍镜头由“御”Mavic Air  拍摄。



摄影师：Shams 
https://www.instagram.com/bigkidscartel/",https://i1.hdslb.com/bfs/archive/c5b8e1b4748a3e03ea81dc1e972035bdb7d2790a.jpg,1288,,DJI 大疆创新- 灵眸运动相机– 高空走绳
DJI大疆创新,BV12x411d7JF,57105273,232472043,1561705652,00:41,5,"即使在水下，Osmo Action 灵眸运动相机也可以一路随行。DJI大疆创作者Emma Smith展现了在南非大海中流畅的冲浪技巧，而另一位 DJI 大疆创作者Uros Podlogar 则会带我们感受意大利Lago Di Fusine冰冷的湖水及独特的冰上运动。两位创作者用行动证明，一点水浪并不能减缓勇往探索的脚步。
 
摄影师：
Emma Smith: https://www.instagram.com/emmaninasmith/   
Uros Podlogar: https://ww",https://i1.hdslb.com/bfs/archive/aadb6f340c94617531844d8bf749d753d0101883.jpg,1100,,DJI 大疆创新-灵眸运动相机-浪花四溅
DJI大疆创新,BV1S4411A795,55333237,232472043,1560307703,03:04,471,机甲大师 RoboMaster S1 源自享誉全球的机器人教育竞技平台——RoboMaster 机甲大师赛，秉承寓教于乐的设计理念，在体验畅爽竞技的同时学习专业机器人和人工智能相关知识，让你玩出名堂！,https://i2.hdslb.com/bfs/archive/27c9790b7a655659b1953778747c188739b3625c.jpg,65317,,DJI 大疆创新 - 机甲大师 S1 教育机器人带你玩出名堂
DJI大疆创新,BV1q4411K7Di,54796550,232472043,1559874933,00:22,50,在刺激竞技中高效学习知识？DJI 大疆创新即将让你大开眼界。,https://i2.hdslb.com/bfs/archive/9ed47cbb2893a99c9d0f2e2abbb179564fd50072.jpg,6247,,DJI 大疆创新 - 玩出名堂 - 2019.6.12
DJI大疆创新,BV1V4411W7S8,53842130,232472043,1559012954,00:40,17,HDR 视频带来高动态范围，还原过曝及暗部细节，无论置身冰川、雪山还是云海，你都能通过HDR视频功能记录更多高光及暗部细节，让相机可在对比强烈的场景下记录丰富细节,https://i0.hdslb.com/bfs/archive/dd3ec76af267bba382ff32ec08bb35ed8af57f5b.jpg,1987,,灵眸Osmo Action运动相机系列教学视频 – HDR 视频
DJI大疆创新,BV1y441157Wk,53271008,232472043,1558524902,00:59,10,,https://i2.hdslb.com/bfs/archive/7080a5afe7ee984fd712dfdd96a0a07a47ea6534.jpg,1477,,灵眸Osmo Action运动相机系列教学视频 – 固件升级
DJI大疆创新,BV1e441157sG,53239083,232472043,1558502466,00:56,14,,https://i1.hdslb.com/bfs/archive/aca9ab6317c520262df3338e1d9f6b5c8737767e.jpg,883,,Osmo Action灵眸运动相机系列教学视频 – 自定义模式
DJI大疆创新,BV1e441157zB,53238254,232472043,1558501725,00:24,4,,https://i2.hdslb.com/bfs/archive/11a2d19666cfaee8f263b1626f4c81522303f22c.jpg,555,,Osmo Action 探索设备秘密 - 双屏设计
DJI大疆创新,BV1Y441157Vx,53235328,232472043,1558499369,00:28,11,,https://i1.hdslb.com/bfs/archive/6cdad29116760a1744e161f34fc2583f7c8db59f.jpg,526,,Osmo Action 探索设备秘密 - 双MIC设计
DJI大疆创新,BV1Y441157Ty,53235146,232472043,1558499328,00:50,0,,https://i1.hdslb.com/bfs/archive/9caee5d2ecfa0dbbcd0340b2f7cfc9ed6c4283a2.jpg,346,,Osmo Action灵眸运动相机系列教学视频 – 激活设备
DJI大疆创新,BV1Y441157eG,53234189,232472043,1558498525,00:41,4,,https://i2.hdslb.com/bfs/archive/5473aa1135fee6eba78e7ae1b2dc9a3fd2313ccf.jpg,444,,Osmo Action 探索设备秘密 - 回看功能演示
DJI大疆创新,BV1Y441157pg,53233805,232472043,1558498067,00:58,2,,https://i1.hdslb.com/bfs/archive/17d65985a08cc4a897841f5e5cb02721ce5eccda.jpg,745,,Osmo Action灵眸运动相机系列教学视频 – 快速上手
DJI大疆创新,BV1Y441157Q9,53233155,232472043,1558497873,00:44,1,,https://i2.hdslb.com/bfs/archive/7d17e1b3901eb22adad9422da7a255e07a653d90.jpg,573,,用Osmo Action灵眸运动相机高帧率视频记录欢乐时光
DJI大疆创新,BV1Y441157Cy,53232676,232472043,1558496819,00:47,11,,https://i0.hdslb.com/bfs/archive/d265b52815f0a4565db6554c86d68d2b5d3ecb05.jpg,1983,,用Osmo Action灵眸运动相机拍摄浓缩时光
DJI大疆创新,BV1Y441157ZD,53231850,232472043,1558496126,00:39,7,,https://i1.hdslb.com/bfs/archive/4eb26fb5139f41b0194a42097df9aadb8c8ba0d0.jpg,1114,,用Osmo Action灵眸运动相机记录流转时光
DJI大疆创新,BV1r441157Se,53231530,232472043,1558496008,00:41,4,,https://i0.hdslb.com/bfs/archive/b7befbfdac9036c3d0c1c9e553a41e2773d99ad9.jpg,867,,用Osmo Action灵眸运动相机HDR视频尽显充沛细节
DJI大疆创新,BV1h441177Z8,52735126,232472043,1558086863,00:59,17,"优美的海岸线，壮观的瀑布，诱人的风光，构成了Barry Smit镜头下的背景板。影片使用灵眸运动相机拍摄，将南非西开普省的美景净收尽收眼底。从映衬着摩托的金色斜阳，到直升机俯视下的蓝色海浪。8倍慢动作，4K/60fps视频，配合RockSteady增稳技术，Osmo Action灵眸运动相机可以说是捕捉冒险与美景不可或缺的强大工具。
摄影师：Barry Smit",https://i2.hdslb.com/bfs/archive/6cecb4dc3a5cf9febd6e21b7e36336396ce1e146.jpg,3248,,大疆Osmo Action灵眸运动相机 - 骑上摩托，跨越西开普
DJI大疆创新,BV1a441177MC,52735557,232472043,1558086792,01:16,24,"轰鸣的引擎与驾驶技术的碰撞，是影片的主旋律。这一次，专业赛车手齐聚瑞士阿尔耶普卢格，上演速度与激情。Patrick Simon携手Ferdinand Wolf及大疆传媒欧洲团队，为您展示追求极速的赛车手们，如何在黑色的沥青马路和冰封的湖面上一骑绝尘，互相竞逐。观看影片，感受Osmo
Action灵眸运动相机不可思议的慢动作和4K视频表现，轻松捕捉精彩瞬间。
摄影团队：DJI Studio欧洲办公室",https://i1.hdslb.com/bfs/archive/243533f82af701d78977687e3ee0970ce0bb5b0e.jpg,4233,,大疆Osmo Action灵眸运动相机 – 冰上漂移
DJI大疆创新,BV1a441177ay,52734734,232472043,1558086366,01:08,31,,https://i0.hdslb.com/bfs/archive/28a73ffd635a52dda345b86bcfe33c9429bd222d.jpg,4739,,大疆Osmo Action灵眸运动相机 – 水下世界
DJI大疆创新,BV1j4411J7aj,52582965,232472043,1557937166,00:58,4,,https://i2.hdslb.com/bfs/archive/120cb5e14743dd44df44c8b50fd002f9167ab629.jpg,1316,,灵眸Osmo Action运动相机系列教学视频 – 快速上手
DJI大疆创新,BV1j4411J7QX,52582276,232472043,1557936723,00:49,6,,https://i1.hdslb.com/bfs/archive/852f7db24849cdc3af2f3932014e606a0f32bbea.jpg,918,,Osmo Action灵眸运动相机系列教学视频 – 激活设备
DJI大疆创新,BV1j4411J7mn,52582019,232472043,1557936569,00:28,5,,https://i2.hdslb.com/bfs/archive/63dee2bace645d8baef491124b811cb82cbd2a76.jpg,633,,Osmo Action 灵眸运动相机 探索设备秘密 - 双MIC设计
DJI大疆创新,BV1j4411J7k2,52581780,232472043,1557936322,00:41,5,,https://i0.hdslb.com/bfs/archive/ce87f37d70d18d0fcdf0e8094e37d6fe52b177d1.jpg,567,,Osmo Action 探索设备秘密 - 回看功能演示
DJI大疆创新,BV174411J7Pz,52581073,232472043,1557935748,00:44,6,,https://i1.hdslb.com/bfs/archive/1167ee22fb2a61f193b492f423edb41e54542524.jpg,2495,,Osmo Action 灵眸运动相机系列教学视频 – 慢动作
DJI大疆创新,BV174411J7A8,52580636,232472043,1557935251,00:39,16,全新的灵眸 Osmo 运动相机最高可支持 120 秒长曝光，本视频我们将为您介绍如何开始长曝光设置,https://i1.hdslb.com/bfs/archive/b49463a46f7e43da308645ec70bd87070ce7cf9c.jpg,3146,,Osmo Action 灵眸运动相机系列教学视频 – 长曝光
DJI大疆创新,BV1W4411J7A3,52568150,232472043,1557928151,01:18,100,Osmo Action 灵眸运动相机以小巧机身集成强大功能，充分释放你的另一面。不论是在结冰湖面上漂移，骑车穿过泥潭，还是在峡谷中走绳，灵眸运动相机时刻伴你左右，配备一系列丰富智能功能及创意用法，尽数捕捉每个精彩动作。,https://i2.hdslb.com/bfs/archive/893eb6ec9e33c0f7bc3026de275e6536f709e32e.jpg,13534,,Osmo Action 灵眸运动相机 - 一触即发
DJI大疆创新,BV1H4411J7AT,52567706,232472043,1557927364,01:24,52,这就是 Osmo Action 灵眸运动相机，DJI 大疆创新推出的全新运动相机，功能强大，轻松记录你的每一段旅程。双彩屏设计，Action OS 交互系统，尽数记录你眼中的精彩。RockSteady 超强增稳，让动感画面更加平稳，带来身临其境的酣畅观感。带上灵眸运动相机，释放你的另一面。,https://i0.hdslb.com/bfs/archive/1cd27b4c4e0fae767d103306814c36649c793b9c.jpg,7794,,大疆 Osmo Action灵眸运动相机 - 释放你的另一面
DJI大疆创新,BV1n4411J79x,52567186,232472043,1557927130,01:55,67,DJI 大疆创新推出全新双彩屏 Osmo Action 灵眸运动相机，捕捉精彩时刻，释放无限潜能。作为灵眸系列的新成员，灵眸运动相机坚固耐用，功能强大，支持拍摄 4K/30fps HDR 视频及 8 倍慢动作视频。大疆 RockSteady 增稳技术让每一帧画面稳定流畅，裸机 11 米防水，灵眸运动相机助你留住每一个动感瞬间。,https://i1.hdslb.com/bfs/archive/7a742cf76b90b662e0deaf9e36664eff553a991b.jpg,9612,,DJI 大疆创新 - Osmo Action 灵眸运动相机产品介绍
DJI大疆创新,BV1U4411b7z9,50739127,232472043,1556439406,00:16,11,OSMO POCKET 灵眸口袋云台相机，你的需求它都懂：智能跟随、暗光拍摄、自动超广角。动动手指，好拍不过如此。,https://i0.hdslb.com/bfs/archive/884215237088bcbb591b71e1317dae8443c56a0f.jpg,1289,,口袋灵眸，聪明好用小帮手
DJI大疆创新,BV1U4411b7eP,50738881,232472043,1556439127,00:16,2,OSMO POCKET 灵眸口袋云台相机，有三轴机械稳定云台，怎么拍都不会抖。不信你和手机比一比，不要太吃惊。,https://i2.hdslb.com/bfs/archive/f2bf7f753627e60f1c058d188cc5aaa55d56606d.jpg,1310,,口袋灵眸，稳到不行随你抖
DJI大疆创新,BV1U4411b76v,50739023,232472043,1556438844,00:16,2,OSMO POCKET 灵眸口袋云台相机，116克口红大小。小巧易带，轻松放进你口袋。,https://i2.hdslb.com/bfs/archive/31044e9645b3cc52c53993e980c30121855111ab.jpg,960,,口袋灵眸，小到不能不接受
DJI大疆创新,BV1Kb411H7bs,46181771,232472043,1552478594,00:48,13,T16 植保无人飞机重塑了整体结构，采用模块化设计，带来了大疆植保无人飞机前所未有的高载重与宽喷幅。强大的硬件协同 AI 智能引擎技术及三维作业规划功能，将植保作业效率提升至新高度。,https://i1.hdslb.com/bfs/archive/d1b3ab92678d94bbd9d01a3473117b97273026a2.jpg,2065,,T16系列教学视频——投影点操作
DJI大疆创新,BV1ob411e7Sv,46100349,232472043,1552394605,04:50,18,WRC 赛事时刻上演着速度与激情，“悟”Inspire 2 则拥有强大的动力与拍摄性能，用它来记录 WRC 是再合适不过的了。观看视频，学习如何用“悟”2拍摄赛车镜头。,https://i0.hdslb.com/bfs/archive/34ff154156f2efb3d3cb273e1a5d32f5b679d20e.jpg,3322,,【第三集】当“悟”2 遇上 WRC
DJI大疆创新,BV1Zb411e7MR,46099222,232472043,1552393768,04:35,7,WRC 赛事时刻上演着速度与激情，“悟”Inspire 2 则拥有强大的动力与拍摄性能，用它来记录 WRC 是再合适不过的了。观看视频，学习如何用“悟”2拍摄赛车镜头。,https://i0.hdslb.com/bfs/archive/6534353ca86c36ad46be2cfe7ee91b1137bf1f3a.jpg,2818,,【第二集】当“悟”2 遇上 WRC
DJI大疆创新,BV1wb411v7xp,46083267,232472043,1552382143,04:03,37,WRC 赛事时刻上演着速度与激情，“悟”Inspire 2 则拥有强大的动力与拍摄性能，用它来记录 WRC 是再合适不过的了。观看视频，学习如何用“悟”2拍摄赛车镜头。,https://i1.hdslb.com/bfs/archive/411225930813e1d1c54427074bf96d7ec4f374d1.jpg,10142,,【第一集】当“悟”2 遇上 WRC
DJI大疆创新,BV1zb411b7Qh,45034801,232472043,1551440338,01:01,4,T16系列教学视频液泵流量校准,https://i2.hdslb.com/bfs/archive/4d08e14a5df28f95cdfe8fb2ff716a9025f57435.jpg,804,,T16系列教学视频——液泵流量校准
DJI大疆创新,BV1xb411b77s,45015885,232472043,1551427672,01:19,6,,https://i1.hdslb.com/bfs/archive/55d789c5d372344cc7a6f727e2eb63bb669e2317.jpg,666,,T16系列教学视频——自主绕障
DJI大疆创新,BV19b41187WQ,44778203,232472043,1551186485,02:57,14,手持测绘杆使用可结合移动基站或网络rtk使用，接下来我们为您介绍如何结合网络rtk使用的操作方法,https://i2.hdslb.com/bfs/archive/bb3bc0434a76559f155c259d00b21cfcfaa996a5.jpg,1502,,T16系列教学视频——手持测绘杆与移动基站RTK使用
DJI大疆创新,BV1cb411h72v,44769843,232472043,1551179351,01:29,2,手持测绘杆使用可结合移动基站或网络rtk使用，接下来我们为您介绍如何结合网络rtk使用的操作方法,https://i1.hdslb.com/bfs/archive/f4a6c694986ec49429020770fed99770847c625f.jpg,652,,T16系列教学视频——手持测绘杆与网络RTK使用
DJI大疆创新,BV1cb411h7Bn,44769745,232472043,1551178928,01:05,7,首次使用飞行器进行喷洒作业时，务必提前进行流量校准，否则将严重影响作业效果。,https://i0.hdslb.com/bfs/archive/b20c3dbee6df5dbb733e541ff04abf92b3efaf55.jpg,289,,T16系列教学视频——液泵流量校准
DJI大疆创新,BV1fb41187a5,44768699,232472043,1551178625,00:59,4,,https://i0.hdslb.com/bfs/archive/121ea1a2b6f3ab8a68d48ca11918efbd331f1390.jpg,551,,T16系列教学视频——流量计校准
DJI大疆创新,BV1xb411h7xB,44362008,232472043,1550818048,03:26,34,每一代人都有机会去进行无畏探索，在世界每个角落自由呼吸，见证故事的发生并成为主角。活在当下，无问西东。逐渐成熟睿智，并向下一代讲述，世界的精彩正在为你展开。,https://i2.hdslb.com/bfs/archive/ecc048e99f90884db196cfb6eba8d57d326222ee.jpg,3507,,DJI 大疆创新 - 无畏探索
DJI大疆创新,BV1Tb411Y7ZM,44169391,232472043,1550653572,06:35,26,传奇摄影师 Yann Arthus-Bertrand 拥有令人称羡的生活和事业。作为航拍摄影的领军人物，Yann 在数十年间环游世界，记录沿途的人文地理等绝美风光。请欣赏大疆电影大师系列视频第一集，聆听 Yann 的生活和经历如何成就他今天的理念和作品，我们来到《女性》这部电影的拍摄片场，感受这位电影大师的真实工作状态。特别鸣谢 Yann Arthus-Bertrand 提供历史视频和照片。,https://i2.hdslb.com/bfs/archive/b919e77cf1d9effe1a1795e92b12d33e6c0dd4c6.jpg,3355,,大疆电影大师 - Yann Arthus-Bertrand
DJI大疆创新,BV1ab41127D3,43642514,232472043,1550219218,03:04,42,成立12年间，DJI大疆创新不断革新技术和产品，开启了全球“天地一体”影像新时代，并在影视、农业、地产、新闻、消防、救援、能源、遥感测绘、野生动物保护等多个领域，重塑人们的生产和生活方式。大疆正在无人机系统、手持影像系统与机器人教育领域持续领跑，并不断以一流的技术产品刷新 “中国制造”的创新内涵。,https://i2.hdslb.com/bfs/archive/a2667a33a17202a567e9a6143c17272f10fb1a3a.jpg,3776,,DJI大疆创新 - 邀你一道创造无限可能
DJI大疆创新,BV1Tt411a76G,41043389,232472043,1547802476,00:39,10,转场、运镜、剪辑，口袋灵眸统统帮你搞定，按下拍摄就能创作炫酷短视频。,https://i0.hdslb.com/bfs/archive/4b478129cce03ad3b362699326f5a95ea9f05e8b.jpg,1819,,灵眸 Osmo 口袋云台相机-模板拍摄
DJI大疆创新,BV1Tt411a7zg,41043441,232472043,1547802076,00:49,2,三轴机械增稳云台，不仅稳还能转动，解锁全新拍摄技巧。,https://i1.hdslb.com/bfs/archive/e6791426d379b4f66326af16379a864c6a5d432a.jpg,1336,,灵眸 Osmo 口袋云台相机-全景拍摄
DJI大疆创新,BV1Tt411a71E,41043541,232472043,1547802018,00:43,4,用延时摄影记录光影流动，发现夜色温柔。,https://i1.hdslb.com/bfs/archive/53b4ebfba4b48dc8f2dee345bee86187671929ed.jpg,1228,,灵眸 Osmo 口袋云台相机-延时摄影
DJI大疆创新,BV1Tt411a7ek,41043196,232472043,1547801894,00:46,1,不用打开任何应用，无需设置任何参数，只要一个动作，轻松切换云台模式。,https://i1.hdslb.com/bfs/archive/8f4e7fb9cdd113d5556048eb39baffa5d1b87cd7.jpg,800,,灵眸 Osmo 口袋云台相机-模式切换
DJI大疆创新,BV1Mt411a7PW,41042556,232472043,1547801615,00:33,2,全新的自拍方式，无论是拍摄照片还是视频，让你始终在画面中心。,https://i0.hdslb.com/bfs/archive/cea91f6a4e1a50945baf22b43e3d4f8c956ebff8.jpg,784,,灵眸 Osmo 口袋云台相机-人脸跟随
DJI大疆创新,BV1Tt411a7ot,41042382,232472043,1547801430,00:39,2,,https://i1.hdslb.com/bfs/archive/2c1c820d06771aac0b557b9380b0586171a74460.jpg,833,,灵眸 Osmo 口袋云台相机-智能跟随
DJI大疆创新,BV1Xt41167ny,39081084,232472043,1545821848,01:36,24,生活真正的意义，在于发现那些细小而美好的日常。大疆灵眸Osmo口袋云台相机，将开启一场美好日常的抓捕行动，记录并发现生活中让人感动的美好瞬间，让生活的庸碌就此翻转。,https://i0.hdslb.com/bfs/archive/12f8034c1aa63d1d9770d5b111807bd0b80c34f9.jpg,2223,,灵眸OSMO口袋云台相机 - 一场美好日常的抓捕行动
DJI大疆创新,BV1gt411C7E3,38971164,232472043,1545708022,03:10,58,T16 植保无人飞机重塑了整体结构，采用模块化设计，带来了大疆植保无人飞机前所未有的高载重与宽喷幅。强大的硬件协同 AI 智能引擎技术及三维作业规划功能，将植保作业效率提升至新高度。,https://i0.hdslb.com/bfs/archive/3e26a196931c38de12ca1ff1678c254613d1069f.jpg,8752,,DJI - 大疆T16植保无人飞机介绍视频
DJI大疆创新,BV1At411y7YC,36553189,232472043,1542939581,13:28,23,,https://i1.hdslb.com/bfs/archive/203bbaf63132984e42d5ea89e1db65b4c3202051.jpg,2752,,大疆学院-03
DJI大疆创新,BV19t411C7Rx,36525936,232472043,1542893284,00:44,15,,https://i2.hdslb.com/bfs/archive/2e3cd72ed7e5fd7bfbe4fb9bca10566dd35088c3.jpg,2380,,用超解析模式，画面超清晰
DJI大疆创新,BV19t411C713,36525384,232472043,1542890101,00:47,13,D-RTK 2移动站是大疆农业推出的高精度卫星信号接收机，定位精度可达厘米级，能够帮助农户实现农田的精准喷,https://i2.hdslb.com/bfs/archive/124e375543798a747f0f055be2e7658990419b73.jpg,22242,,轻松拍摄希区柯克式滑动变焦
DJI大疆创新,BV1Xt411C7A4,36524015,232472043,1542889101,00:47,3,,https://i2.hdslb.com/bfs/archive/22764b28632eba59746aef438f110f0654fd57fc.jpg,1809,,用Mavic2轨迹延时凝聚时光
DJI大疆创新,BV1Xt411C7Ph,36523945,232472043,1542888708,02:53,5,,https://i1.hdslb.com/bfs/archive/087d61d83f7353060d7ff724f991980ae26c4d0e.jpg,1970,,Mavic2系列教学视频——首次飞行
DJI大疆创新,BV19t411C7cY,36520753,232472043,1542885804,00:47,7,,https://i2.hdslb.com/bfs/archive/d08775064f5a507d18165d5867d663f821457884.jpg,1459,,用Mavic2智能跟随记录动感影像
DJI大疆创新,BV1ct411y7B2,36518080,232472043,1542883486,00:49,9,,https://i0.hdslb.com/bfs/archive/b1de7418f2d732d396078d6760089601782cd8b1.jpg,8082,,用Mavic2环绕延时“围观”目标
DJI大疆创新,BV1NW411C7W5,31963683,232472043,1537241565,03:49,32,「行之卓效 稳定可靠」凝聚大疆多项变革性技术，只为重塑农业生产力。https://www.dji.com/cn/mg-1p,https://i0.hdslb.com/bfs/archive/a8f39648a54435cd1291a9b9467bbff145618cc7.jpg,4651,,大疆 MG-1P 系列植保机介绍视频
DJI大疆创新,BV1BW411k7Yg,31911821,232472043,1537180202,03:31,80,在狭窄场景里拍摄飞奔、穿插、急转弯等跑酷画面，对摄影师来说是个不小的难题，来看看他如何用大疆如影 Ronin-S，挑战极限。https://www.dji.com/cn/ronin-s/bts,https://i0.hdslb.com/bfs/archive/6e5a807da8d722f537e16bd78630c1d4269f9ed4.jpg,18572,,大疆创新 - 如影Ronin-S -《逐影重庆》幕后花絮
DJI大疆创新,BV1BW411k748,31911638,232472043,1537180202,02:51,67,在堵得水泄不通的下班路上，用跑酷急速穿越一整个城市去迎接自己的孩子诞生。在他面前，障碍，就是用来跨越的！https://www.dji.com/cn/ronin-s/bts,https://i2.hdslb.com/bfs/archive/4695816d970910789a6f8ca3273ab800c3354d45.jpg,16800,,大疆创新 - 如影Ronin-S -《逐影重庆》
DJI大疆创新,BV1is411P7tM,27607529,232472043,1532416294,02:56,20,"精灵4RTK的移动app为飞行作业进行了特别优化
今天我们为大家演示如何对选定的区域进行测绘航线规划",https://i1.hdslb.com/bfs/archive/fae1cc46700530f42fcd3709401cc27af1b21a4b.jpg,5705,,P4RTK系列教学视频——摄影测量
DJI大疆创新,BV1xs411P71q,27574555,232472043,1532383621,02:38,8,用精灵4 RTK进行网络RTK定位，您需要拥有精灵4 RTK一台；4G网卡一张；遥控器一台；电池若干；网络RTK服务账号，可通过GS RTK app购买，无需携带基站设备,https://i1.hdslb.com/bfs/archive/f06793c6445e927bca948409ecc9e8ab4a396d78.jpg,3303,,P4RTK系列教学视频——网络RTK使用
DJI大疆创新,BV1xs411P7Kx,27576770,232472043,1532382813,03:09,9,,https://i2.hdslb.com/bfs/archive/555e5cecd7d25170ef404e1c78b4579f3ed40955.jpg,9599,,如影Ronin-S系列教学视频——平衡调节
DJI大疆创新,BV1xs411P7wh,27576557,232472043,1532382372,04:46,5,PC地面站专业版为自动航线规划与建图设计，可实时生成二维正射影像或通过导入原图方式生成高精度二维正射影像。今天我们为大家演示如何使用PC地面站进行建图航拍和导入建图。,https://i0.hdslb.com/bfs/archive/6abc2bf04ff4adc4602a0ec847ed01c3c9a4308a.jpg,2065,,PC GS PRO系列教学视频——自动航线规划与建图设计
DJI大疆创新,BV1xs411P7nU,27575424,232472043,1532381081,01:30,5,,https://i0.hdslb.com/bfs/archive/033a3cca001650d78290d523066f37b7fceb4feb.jpg,1838,,如影Ronin-S系列教学视频——开箱
DJI大疆创新,BV1vp411f7qC,23150265,232472043,1525758918,01:44,16,Phantom4 pro V2.0的视觉传感器可以感知飞行环境，起到避障和定位的作用，当系统提示视觉传感器异常时，可参照本视频中的操作方法，进行视觉标定。,https://i0.hdslb.com/bfs/archive/af2aa6af356903c1012589b46358598ee79385ee.jpg,1852,,Phantom4 pro V2.0系列教学视频-视觉标定
DJI大疆创新,BV1vp411f72A,23148702,232472043,1525756830,01:23,5,Phantom4RTK视觉校准,https://i2.hdslb.com/bfs/archive/eac82da6819306c9e35c5bca8ec15d0f2096d604.jpg,1206,,Phantom4RTK视觉校准
DJI大疆创新,BV1MW411L7yS,22514701,232472043,1524555107,00:15,6,大疆创新 - 未来在空中，也在我们手中_15s,https://i2.hdslb.com/bfs/archive/2a35133272eb645b91ec58f2688a79a94a58af44.jpg,1552,,大疆创新 - 未来在空中，也在我们手中_15s
DJI大疆创新,BV1uW411L7V7,22514644,232472043,1524554989,01:00,14,总在想我们的未来是什么样？有一间能收起我们疲惫与奔波的房子，一辆可以载我们周末出游的车，一方向阳的花圃……我喜欢从高处看日夜奋斗的城市，也喜欢憧憬未来的样子，因为那里有你。,https://i2.hdslb.com/bfs/archive/4b9f6fabcf69ace6afbc0cdf880469cd01ae8b22.jpg,7027,,大疆创新 - 未来在空中，也在我们手中
DJI大疆创新,BV1CW411T7mA,21619204,232472043,1522811972,03:07,8,RTK（Real Time Kinematic）是一种厘米级高精度卫星导航定位技术。在MG App购买网络RTK服务并使用，在全国大部分地区都可轻松实现“一键精准飞行”。,https://i1.hdslb.com/bfs/archive/0cfc9be77b1da81cf761042711bf5a03bb361499.jpg,1595,,大疆MG－1P网络RTK使用教学
DJI大疆创新,BV1CW411T7rx,21619010,232472043,1522811490,02:17,5,RTK（Real Time Kinematic）是一种厘米级高精度卫星导航定位技术。DJI将RTK技术应用于农业植保机，配合A3飞控MG-1P RTK实际航线及悬停精度能达到10cm以内，同时拥有强大的抗磁干扰能力，为农田建图、航线规划、喷洒作业提供高精度位置信息。,https://i2.hdslb.com/bfs/archive/fff3c732e7800723d136db4fa0059b6b723938f7.jpg,1230,,大疆MG－1P定义视频
DJI大疆创新,BV1oW411x7QZ,20430203,232472043,1520308432,05:33,43,在此教学视频中，我们将为您演示大疆植保无人机开箱安装步骤。以下操作方法适用于大疆MG-1S Advanced、MG-1P系列农业植保机,https://i1.hdslb.com/bfs/archive/34751eb310d7587c66558bb9ca386fa6f384ce68.jpg,2929,,大疆农业机MG－1P教学视频——安装演示
DJI大疆创新,BV13W411n7GC,19304229,232472043,1518069619,01:20,7,灵眸手机云台2的智能跟随模式，让你能轻松捕捉运动画面，始终让画面保持稳定流畅，配合新增加的变焦滑杆，获得更加动感的镜头画面。,https://i2.hdslb.com/bfs/archive/2cfb69bda35b6112bac10c717649c0fb0dfdd989.jpg,4767,,灵眸OSMO 手机云台2系列教学视频——智能跟随
DJI大疆创新,BV1GW411n7Kt,19301228,232472043,1518061110,01:54,11,灵眸手机云台2的智能延时摄影模式为你浓缩时光，捕捉平时肉眼难以观察的精彩画面。,https://i0.hdslb.com/bfs/archive/f6e92090c0f3b255f1bc8e6752212e65adedf7a9.jpg,5736,,灵眸OSMO 手机云台2系列教学视频——延时摄影
DJI大疆创新,BV1TW411e7qL,18678800,232472043,1516788698,01:54,12,Mavic Air强大的拍摄功能，让镜头下的画面，甚至更胜你所见,https://i2.hdslb.com/bfs/archive/5a8dcd34be1cb4644f0e8d62442c6720ba5d0dc3.jpg,5390,,“御”Mavic Air系列教学视频-进阶教学视频
DJI大疆创新,BV1TW411e7X9,18677901,232472043,1516786500,00:52,6,“御”Mavic Air集成了DJI最新的辅助飞行APAS系统。可以更加智能地处理飞机前向飞行时的障碍物。,https://i2.hdslb.com/bfs/archive/ad67606986173bd92c62d5a2d416d73e29058bfc.jpg,4386,,“御”Mavic Air系列教学视频-高级辅助飞行
DJI大疆创新,BV1dW411Y7P9,18677247,232472043,1516785766,02:31,4,"用魔法般的手势，记录梦幻般的风景拿出“御”Mavic Air，比OK手势起飞，用手掌控制它移动，比“V”型手势即可拍照
整个过程既简单又高效。",https://i1.hdslb.com/bfs/archive/7e18e6fdf19a28212ecdc27d4ce58de7f70c0869.jpg,3864,,“御”Mavic Air系列教学视频-慧拍
DJI大疆创新,BV1dW411Y7hf,18676694,232472043,1516784893,02:16,4,用小行星缩放让记录画面精彩“绽放”，或者用踪迹记录一段叠影，只需一次点击或一个手势，就能让平凡时刻趣味盎然,https://i1.hdslb.com/bfs/archive/92f0a204931275cf101eb1a8761167ae00ffc3ab.jpg,6090,,“御”Mavic Air系列教学视频-一键短片
DJI大疆创新,BV1dW411Y7p1,18676203,232472043,1516784521,02:56,8,你可以用指点飞行更灵活地规划飞行路径，除了传统的航向模式，它还支持自由模式及坐标模式，飞行过程中，你还可以自由调整飞行速度。,https://i0.hdslb.com/bfs/archive/984898b274b5bbd4906a7e151695582d95477ca4.jpg,4470,,“御”Mavic Air系列教学视频-指点飞行
